repeat,task_id,task_name,sample_id,raw_output,parse_success,is_valid,signature,parse_failure_reason
1,k_regular,k-regular,27,"(16, [
(0, 1), (0, 2), (0, 3), 
(1, 2), (1, 3), (1, 4),
(2, 3), (2, 4), (2, 5),
(3, 4), (3, 5), (3, 6),
(4, 5), (4, 6), (4, 7),
(5, 6), (5, 7), (5, 8),
(6, 7), (6, 8), (6, 9),
(7, 8), (7, 9), (7, 10),",True,False,,
1,k_regular,k-regular,28,"Firstly, I should ensure that every node in my graph has exactly 3 neighbors. Secondly, I need to ensure that the total number of edges in my graph is n*k/2 = 24 where n is the number of nodes and k i",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,k_regular,k-regular,29,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,30,"(16, [(0, 8), (0, 9), (0, 10), (1, 9), (1, 10), (1, 11), (2, 10), (2, 11), (2, 12), (3, 11), (3, 12), (3, 13), (4, 12), (4, 13), (4, 14), (5, 13), (5, 14), (5, 15), (6, 14), (6, 15), (6, 8), (7, 15), ",True,True,"16|0-8,0-9,0-10,1-9,1-10,1-11,2-10,2-11,2-12,3-11,3-12,3-13,4-12,4-13,4-14,5-13,5-14,5-15,6-8,6-14,6-15,7-8,7-9,7-15",
1,k_regular,k-regular,31,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (4,8), (8,12), (12,0), (1,5), (5,9), (9,13), (13,1), (2,6), (6,",True,False,,
1,k_regular,k-regular,32,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (8,12), (9,13), (10,14), (11,15)])",True,True,"16|0-1,0-4,0-15,1-2,1-5,2-3,2-6,3-4,3-7,4-5,5-6,6-7,7-8,8-9,8-12,9-10,9-13,10-11,10-14,11-12,11-15,12-13,13-14,14-15",
1,k_regular,k-regular,33,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,34,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,2), (1,3), (2,4), (3,5), (4,6), (5,7), (6,8), (7,9), (8,10), (9,11)",True,False,,
1,k_regular,k-regular,35,"(16, [(0,4), (4,8), (8,12), (12,0), (1,5), (5,9), (9,13), (13,1), (2,6), (6,10), (10,14), (14,2), (3,7), (7,11), (11,15), (15,3), (0,1), (1,2), (2,3), (3,0), (4,5), (5,6), (6,7), (7,4), (8,9), (9,10),",True,False,,
1,k_regular,k-regular,36,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15), (8,4), (",True,False,,
1,k_regular,k-regular,37,"(16, [(0,1), (0,2), (0,8), (1,2), (1,3), (1,9), (2,3), (2,4), (2,10), (3,4), (3,5), (3,11), (4,5), (4,6), (4,12), (5,6), (5,7), (5,13), (6,7), (6,8), (6,14), (7,8), (7,9), (7,15), (8,9), (8,10), (8,0)",True,False,,
1,k_regular,k-regular,38,"We want to construct a 3-regular graph with 16 nodes, which means every node should have exactly 3 neighbors. We also know that the total number of edges should be n*k/2 = 24.

A good starting point c",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,k_regular,k-regular,39,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,40,"(16, [(0,1), (0,2), (0,3), (1,2), (1,3), (1,4), (2,3), (2,4), (2,5), (3,4), (3,5), (3,6), (4,5), (4,6), (4,7), (5,6), (5,7), (5,8), (6,7), (6,8), (6,9), (7,8), (7,9), (7,10), (8,9), (8,10), (8,11), (9",True,False,,
1,k_regular,k-regular,41,LLM_ERROR: The read operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,k_regular,k-regular,42,"(16, [(0,1), (1,2), (2,3), (3,0), (4,5), (5,6), (6,7), (7,4), (8,9), (9,10), (10,11), (11,8), (12,13), (13,14), (14,15), (15,12), (0,4), (4,8), (8,12), (12,0)])",True,False,,
1,k_regular,k-regular,43,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,2), (1,3), (2,4), (3,5), (4,6), (5,7), (6,8), (7,9), (8,10), (9,11)",True,False,,
1,k_regular,k-regular,44,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (2,10), (4,12), (6,14), (1,9), (3,11), (5,13), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,45,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,46,"(16, [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 0), (0, 2), (1, 3), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8)",True,False,,
1,k_regular,k-regular,47,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,48,"(16, [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 0), (0, 4), (1, 5), (2, 6), (3, 7), (4, 8), (5, 9), (6, 10",True,False,,
1,k_regular,k-regular,49,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,50,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,51,"(16, [(0,1), (0,2), (0,8), (1,2), (1,3), (1,9), (2,3), (2,4), (2,10), (3,4), (3,5), (3,11), (4,5), (4,6), (4,12), (5,6), (5,7), (5,13), (6,7), (6,14), (7,0), (7,15), (8,9), (8,10), (8,14), (9,10), (9,",True,False,,
1,k_regular,k-regular,52,"(16, [(0,1), (0,2), (0,4), (1,2), (1,3), (1,5), (2,3), (2,4), (2,6), (3,4), (3,5), (3,7), (4,5), (4,6), (4,8), (5,6), (5,7), (5,9), (6,7), (6,8), (6,10), (7,8), (7,9), (7,11), (8,9), (8,10), (8,12), (",True,False,,
1,k_regular,k-regular,53,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,54,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,55,"(16, [(0,1), (0,2), (0,3), (1,4), (1,5), (2,6), (2,7), (3,8), (3,9), (4,7), (4,10), (5,7), (5,11), (6,8), (6,12), (8,14), (9,15), (10,11), (11,12), (12,13), (13,14), (14,15), (15,10)])",True,False,,
1,k_regular,k-regular,56,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,57,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,58,"(16, [(0,1), (0,8), (1,2), (1,9), (2,3), (2,10), (3,4), (3,11), (4,5), (4,12), 
      (5,6), (5,13), (6,7), (6,14), (7,0), (7,15), (8,9), (8,15), (9,10), (9,0), 
      (10,11), (10,1), (11,12), (11,2)",True,False,,
1,k_regular,k-regular,59,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,60,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,2), (1,3), (2,4), (3,5), (4,6), (5,7), (6,8), (7,9), (8,10), (9,11)",True,False,,
1,k_regular,k-regular,61,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,62,"(16, [(0,1), (0,2), (0,3), (1,4), (1,5), (2,6), (2,7), (3,8), (3,9), (4,10), (4,7), (5,11), (5,8), (6,12), (6,9), (7,13), (8,14), (9,15), (10,13), (10,15), (11,14), (11,12), (12,15), (13,14)])",True,True,"16|0-1,0-2,0-3,1-4,1-5,2-6,2-7,3-8,3-9,4-7,4-10,5-8,5-11,6-9,6-12,7-13,8-14,9-15,10-13,10-15,11-12,11-14,12-15,13-14",
1,k_regular,k-regular,63,"(16, [(0,1), (0,2), (0,15), (1,2), (1,3), (2,3), (2,4), (3,4), (3,5), (4,5), (4,6), (5,6), (5,7), (6,7), (6,8), (7,8), (7,9), (8,9), (8,10), (9,10), (9,11), (10,11), (10,12), (11,12), (11,13), (12,13)",True,False,,
1,k_regular,k-regular,64,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,2), (1,3), (2,4), (3,5), (4,6), (5,7), (6,8), (7,9), (8,10), (9,11)",True,False,,
1,k_regular,k-regular,65,"Since every node must have 3 neighbours, the graph must be built in a way that every node has exactly 3 edges. Also, the graph must have 24 edges as per the formula n*k/2 = 24. 

A way to achieve this",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,k_regular,k-regular,66,"(16, [(0,1), (0,15), (0,8), (1,2), (1,0), (1,9), (2,3), (2,1), (2,10), (3,4), (3,2), (3,11), (4,5), (4,3), (4,12), (5,6), (5,4), (5,13), (6,7), (6,5), (6,14), (7,8), (7,6), (7,15), (8,9), (8,7), (8,0)",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,67,"(16, [(0,1), (1,2), (2,3), (3,0), (0,4), (1,5), (2,6), (3,7), (4,5), (5,6), (6,7), (7,4), (4,8), (5,9), (6,10), (7,11), (8,9), (9,10), (10,11), (11,8), (8,12), (9,13), (10,14), (11,15), (12,13), (13,1",True,False,,
1,k_regular,k-regular,68,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,2), (1,3), (2,4), (3,5), (4,6), (5,7), (6,8), (7,9), (8,10), (9,11)",True,False,,
1,k_regular,k-regular,69,"(16, [(0,1), (0,2), (0,3), (1,2), (1,3), (1,4), (2,3), (2,4), (2,5), (3,4), (3,5), (3,6), (4,5), (4,6), (4,7), (5,6), (5,7), (5,8), (6,7), (6,8), (6,9), (7,8), (7,9), (7,10), (8,9), (8,10), (8,11), (9",True,False,,
1,k_regular,k-regular,70,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,71,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13),(13,14), (14,15), (15,0), (0,2), (2,4), (4,6), (6,8), (8,10), (10,12), (12,14), (14,0)])",True,False,,
1,k_regular,k-regular,72,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (0,4), (1,5), (2,6), (3,7), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (8,12), (9,13), (10,14), (11,15), (0,8), (",True,False,,
1,k_regular,k-regular,73,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,74,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (2,10), (4,12), (6,14), (1,9), (3,11), (5,13), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,75,"(16, [(0, 1), (0, 2), (0, 15), (1, 2), (1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (7, 9), (8, 9), (8, 10), (9, 10), (9, 11), (10, 11), (10, 12), (1",True,False,,
1,k_regular,k-regular,76,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,5), (1,6), (2,7), (3,8), (4,9), (5,10), (6,11), (7,12), (8,13), (9,",True,False,,
1,k_regular,k-regular,77,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (4,8), (8,12), (12,0), (1,5), (5,9), (9,13), (13,1)])",True,False,,
1,k_regular,k-regular,78,"First, we know that a 3-regular graph (also known as a cubic graph) is a graph in which every vertex has degree exactly 3. We also know that the graph needs to have 16 nodes and since every node is co",False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：unterminated string literal (detected at line 3) (<unknown>, line 3)"
1,k_regular,k-regular,79,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,15), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15), (0,8)])",True,False,,
1,k_regular,k-regular,80,"(16, [(0, 1), (0, 2), (0, 3), (1, 4), (2, 4), (3, 4), (1, 5), (2, 5), (3, 5), (4, 6), (5, 6), (6, 7), (4, 7), (5, 7), (6, 8), (7, 8), (8, 9), (6, 9), (7, 9), (8, 10), (9, 10), (10, 11), (8, 11), (9, 1",True,False,,
1,k_regular,k-regular,81,"(16, [(0, 1), (0, 2), (0, 15), (1, 2), (1, 3), (2, 3), (2, 4), (3, 4), (3, 5), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7), (6, 8), (7, 8), (7, 9), (8, 9), (8, 10), (9, 10), (9, 11), (10, 11), (10, 12), (1",True,False,,
1,k_regular,k-regular,82,"(16, [(0,1), (0,3), (0,12), (1,2), (1,13), (2,3), (2,14), (3,15), (4,5), (4,7), (4,0), (5,6), (5,1), (6,7), (6,2), (7,3), (8,9), (8,11), (8,4), (9,10), (9,5), (10,11), (10,6), (11,7), (12,13), (12,15)",True,False,,
1,k_regular,k-regular,83,"(16, [(0, 1), (0, 2), (0, 3), (1, 2), (1, 3), (2, 3), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (10, 11), (12, 13), (12, 14), (12, 15), (13, 14), (13,",True,False,,
1,k_regular,k-regular,84,LLM_ERROR: The read operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid syntax (<unknown>, line 1)"
1,k_regular,k-regular,85,LLM_ERROR: OpenAI 网络请求失败：_ssl.c:1011: The handshake operation timed out,False,False,,"格式错误，无法解析为 `(n, [(u,v), ...])`：invalid character '：' (U+FF1A) (<unknown>, line 1)"
1,k_regular,k-regular,86,"(16, [(0,1), (1,2), (2,3), (3,0), (4,5), (5,6), (6,7), (7,4), (8,9), (9,10), (10,11), (11,8), (12,13), (13,14), (14,15), (15,12), 
(0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,",True,False,,
1,k_regular,k-regular,87,"(16, [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 0), (0, 3), (4, 7), (8, 11), (12, 15), (1, 4), (5, 8), (9,",True,False,,
1,k_regular,k-regular,88,"(16, [(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 0), (0, 8), (1, 9), (2, 10), (3, 11), (4, 12), (5, 13), (6",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,89,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (4,12), (5,13), (6,14), (7,15), (0,8), (1,9), (2,10), (3,11), (8,9), (9,10), (10,11), (11,8), (12,13), (13,14), (14,15), (15,12)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-11,9-10,10-11,12-13,12-15,13-14,14-15",
1,k_regular,k-regular,90,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15), (8,0), (",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,91,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,6), (1,7), (2,8), (3,9), (4,10), (5,11), (6,12), (7,13), (8,14), (9",True,False,,
1,k_regular,k-regular,92,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,93,"(16, [(0,1), (0,8), (0,9), (1,2), (1,9), (1,10), (2,3), (2,10), (2,11), (3,4), (3,11), (3,12), (4,5), (4,12), (4,13), (5,6), (5,13), (5,14), (6,7), (6,14), (6,15), (7,0), (7,15), (7,8), (8,9), (9,10),",True,False,,
1,k_regular,k-regular,94,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (4,8), (8,12), (12,0), (1,5), (5,9), (9,13), (13,1), (2,6), (6,",True,False,,
1,k_regular,k-regular,95,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,3), (2,5), (4,7), (6,9), (8,11), (10,13), (12,15), (14,1)])",True,True,"16|0-1,0-3,0-15,1-2,1-14,2-3,2-5,3-4,4-5,4-7,5-6,6-7,6-9,7-8,8-9,8-11,9-10,10-11,10-13,11-12,12-13,12-15,13-14,14-15",
1,k_regular,k-regular,96,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,97,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,98,"(16, [(0, 1), (0, 15), (0, 8), (1, 2), (1, 9), (2, 3), (2, 10), (3, 4), (3, 11), (4, 5), (4, 12), (5, 6), (5, 13), (6, 7), (6, 14), (7, 8), (7, 15), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13,",True,True,"16|0-1,0-8,0-15,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-8,7-15,8-9,9-10,10-11,11-12,12-13,13-14,14-15",
1,k_regular,k-regular,99,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,0), (0,4), (1,5), (2,6), (3,7), (4,8), (5,9), (6,10), (7,11), (8,12), (9,1",True,False,,
1,k_regular,k-regular,100,"(16, [(0,1), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,0), (8,9), (9,10), (10,11), (11,12), (12,13), (13,14), (14,15), (15,8), (0,8), (1,9), (2,10), (3,11), (4,12), (5,13), (6,14), (7,15)])",True,True,"16|0-1,0-7,0-8,1-2,1-9,2-3,2-10,3-4,3-11,4-5,4-12,5-6,5-13,6-7,6-14,7-15,8-9,8-15,9-10,10-11,11-12,12-13,13-14,14-15",
1,wheel,Wheel,1,"(15, [(0,1), (0,2), (0,3), (0,4), (0,5), (0,6), (0,7), (0,8), (0,9), (0,10), (0,11), (0,12), (0,13), (0,14), (1,2), (2,3), (3,4), (4,5), (5,6), (6,7), (7,8), (8,9), (9,10), (10,11), (11,12), (12,13), ",True,True,"15|0-1,0-2,0-3,0-4,0-5,0-6,0-7,0-8,0-9,0-10,0-11,0-12,0-13,0-14,1-2,1-14,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14",
